EMPRESA_SIGLA;EMPRESA_NOME;EMPRESA_NACIONALIDADE;ANO;MES;AEROPORTO_DE_ORIGEM_SIGLA;AEROPORTO_DE_ORIGEM_NOME;AEROPORTO_DE_ORIGEM_UF;AEROPORTO_DE_ORIGEM_REGIAO;AEROPORTO_DE_ORIGEM_PAIS;AEROPORTO_DE_DESTINO_SIGLA;AEROPORTO_DE_DESTINO_NOME;AEROPORTO_DE_DESTINO_UF;AEROPORTO_DE_DESTINO_REGIAO;AEROPORTO_DE_DESTINO_PAIS;NATUREZA;GRUPO_DE_VOO;PASSAGEIROS_PAGOS;ASK;RPK;COMBUSTIVEL_LITROS;DISTANCIA_VOADA_KM;DECOLAGENS;ASSENTOS;HORAS_VOADAS;TAXA_OCUPACAO_RPK_ASK;COMBUSTIVEL_POR_PASSAGEIRO_L;COMBUSTIVEL_POR_KM_L_KM;PASSAGEIROS_POR_DECOLAGEM
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBPJ;PALMAS;TO;NORTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;2970.0;8487150.0;4380750.0;238242.0;53100.0;36.0;5754.0;81.65;0.516162669447341;80.21616161616161;4.486666666666666;82.5
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;7938.0;13121312.0;8852392.0;385131.0;72336.0;66.0;11972.0;125.067;0.6746575342465754;48.51738473167045;5.324195421366954;120.27272727272727
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;2228.0;4127328.0;2504272.0;124879.0;24728.0;22.0;3672.0;41.5833;0.6067538126361656;56.04982046678636;5.050105143966354;101.27272727272727
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBPV;PORTO VELHO;RO;NORTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;7007.0;1909.0;1.0;0.0;2.85;;;3.670508119434259;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBPV;PORTO VELHO;RO;NORTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;1644.0;7536732.0;3138396.0;183454.0;43907.0;23.0;3948.0;65.15;0.41641337386018235;111.59002433090025;4.178240371694718;71.47826086956522
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBPV;PORTO VELHO;RO;NORTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;2651.0;10257204.0;6558574.0;273967.0;59376.0;24.0;4146.0;88.6167;0.6394114809454896;103.34477555639381;4.614103341417407;110.45833333333333
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBRB;RIO BRANCO;AC;NORTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;8508.0;2265.0;1.0;0.0;3.11667;;;3.7562913907284767;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBRB;RIO BRANCO;AC;NORTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;1942.0;7719120.0;4398630.0;190131.0;43035.0;19.0;3408.0;62.8667;0.5698356807511737;97.90473738414006;4.418055071453468;102.21052631578948
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBRB;RIO BRANCO;AC;NORTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;2245.0;10790466.0;6126605.0;259206.0;54580.0;20.0;3954.0;79.5333;0.5677794638340921;115.45924276169265;4.749102235251008;112.25
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBRF;RECIFE;PE;NORDESTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;5805.0;13195612.0;9601470.0;340189.0;67814.0;41.0;7978.0;106.55;0.7276259714214088;58.60275624461671;5.016501017489014;141.58536585365854
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBRF;RECIFE;PE;NORDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;12690.0;40143807.0;26369651.0;1142606.0;205898.0;98.0;19107.0;307.817;0.6568796776050662;90.03987391646966;5.549378818638355;129.48979591836735
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBRF;RECIFE;PE;NORDESTE;BRASIL;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;0.0;219992.0;142892.0;7371.0;1028.0;1.0;214.0;2.1;0.6495327102803738;;7.17023346303502;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;10123.0;11781888.0;9289280.0;429606.0;85376.0;92.0;12696.0;154.367;0.7884373030875866;42.43860515657414;5.031929347826087;110.03260869565217
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;1.0;130134.0;107502.0;6382.0;943.0;1.0;138.0;2.06667;0.8260869565217391;6382.0;6.767762460233298;1.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;12097.0;5342568.0;4149271.0;292388.0;38416.0;112.0;15576.0;107.65;0.7766435541859271;24.170290154583782;7.611099541857559;108.00892857142857
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;17801.0;9715104.0;6515166.0;489958.0;67710.0;185.0;26544.0;176.167;0.6706223628691983;27.524184034604797;7.236124649239403;96.22162162162162
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;3822.0;7432128.0;4678128.0;227603.0;53856.0;44.0;6072.0;84.6;0.6294466403162056;59.55075876504448;4.226140077243018;86.86363636363636
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;3506.0;1965948.0;1469014.0;89057.0;14246.0;34.0;4692.0;33.4167;0.7472293265132139;25.40131203650884;6.251368805278675;103.11764705882354
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;1591.0;879138.0;459799.0;45412.0;5202.0;18.0;3042.0;16.1167;0.5230111768573307;28.543054682589567;8.729719338715878;88.38888888888889
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;47.0;41400.0;14100.0;2876.0;300.0;1.0;138.0;1.05;0.34057971014492755;61.191489361702125;9.586666666666666;47.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;5985.0;16062970.0;10599435.0;399091.0;83237.0;47.0;9070.0;127.4;0.6598676957001103;66.68187134502924;4.794634597594819;127.34042553191489
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;9384.0;2296.0;1.0;0.0;3.36667;;;4.087108013937282;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;9665.0;36166592.0;22190840.0;912020.0;197456.0;86.0;15752.0;289.383;0.6135728796343322;94.36316606311433;4.618851794830241;112.38372093023256
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;SBBE;BELÉM;PA;NORTE;BRASIL;DOMÉSTICA;REGULAR;0.0;104860.0;57820.0;3627.0;490.0;1.0;214.0;1.03333;0.5514018691588785;;7.40204081632653;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;2549.0;7590698.0;3902519.0;187858.0;36744.0;24.0;4958.0;57.15;0.5141185962081485;73.69870537465673;5.112617025908992;106.20833333333333
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;4537.0;20102544.0;10575747.0;505487.0;109557.0;47.0;8624.0;159.3;0.5260899814471243;111.41437072955698;4.613917869237018;96.53191489361703
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSN;SANTARÉM;PA;NORTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;644.0;2541132.0;1078056.0;74899.0;18414.0;11.0;1518.0;27.95;0.42424242424242425;116.3027950310559;4.067502986857826;58.54545454545455
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;9345.0;14696688.0;8148840.0;465734.0;89816.0;103.0;16854.0;166.617;0.5544677821288715;49.83777421080792;5.185423532555447;90.72815533980582
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBCF;CONFINS;MG;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;6264.0;5568024.0;3282336.0;198813.0;33536.0;64.0;10626.0;72.0667;0.5894974590626765;31.7389846743295;5.928345658396947;97.875
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBCH;CHAPECÓ;SC;SUL;BRASIL;DOMÉSTICA;REGULAR;56.0;99084.0;40208.0;3877.0;718.0;1.0;138.0;1.46667;0.4057971014492754;69.23214285714286;5.399721448467966;56.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;DOMÉSTICA;REGULAR;6097.0;3858798.0;2018107.0;162593.0;23501.0;71.0;11658.0;61.3667;0.5229885057471264;26.66770542889946;6.918556657163525;85.87323943661971
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;4460.0;10198746.0;5927340.0;287923.0;62463.0;47.0;7674.0;101.15;0.581183216054209;64.55672645739911;4.609496822118694;94.8936170212766
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBFI;FOZ DO IGUAÇU;PR;SUL;BRASIL;DOMÉSTICA;REGULAR;1725.0;2448222.0;1416225.0;74232.0;14778.0;18.0;2982.0;26.9333;0.5784708249496981;43.03304347826087;5.023142509135201;95.83333333333333
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;DOMÉSTICA;REGULAR;6884.0;6087312.0;3359392.0;226167.0;38064.0;78.0;12474.0;84.05;0.5518678852012185;32.854009296920395;5.941755989911727;88.25641025641026
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;1254.0;6549480.0;2975742.0;173691.0;47460.0;20.0;2760.0;66.8;0.4543478260869565;138.50956937799043;3.659734513274336;62.7
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;88.0;49680.0;31680.0;4377.0;360.0;1.0;138.0;1.51667;0.6376811594202898;49.73863636363637;12.158333333333333;88.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;2844.0;3999852.0;2337768.0;124023.0;23838.0;29.0;4866.0;43.6833;0.5844636251541308;43.608649789029535;5.202743518751573;98.06896551724138
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBIL;ILHÉUS;BA;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;1292.0;3314208.0;1549664.0;98864.0;24016.0;19.0;2622.0;37.5833;0.467581998474447;76.52012383900929;4.116588940706196;68.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBJA;JAGUARUNA;SC;SUL;BRASIL;DOMÉSTICA;REGULAR;830.0;1187784.0;507130.0;39369.0;7332.0;12.0;1944.0;14.75;0.4269547325102881;47.43253012048193;5.369476268412439;69.16666666666667
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBJV;JOINVILLE;SC;SUL;BRASIL;DOMÉSTICA;REGULAR;74.0;110466.0;26714.0;4877.0;722.0;2.0;306.0;1.9;0.24183006535947713;65.9054054054054;6.754847645429363;37.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBNF;NAVEGANTES;SC;SUL;BRASIL;DOMÉSTICA;REGULAR;4568.0;3576960.0;1891152.0;137602.0;21528.0;52.0;8640.0;50.3667;0.5287037037037037;30.123029772329247;6.391768859160163;87.84615384615384
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;DOMÉSTICA;REGULAR;7009.0;13087884.0;5873542.0;396732.0;80448.0;96.0;15618.0;145.217;0.4487770521193495;56.60322442573834;4.931533412887828;73.01041666666667
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;2011.0;4127328.0;2260364.0;108400.0;24728.0;22.0;3672.0;39.3833;0.5476579520697168;53.9035305818001;4.383694597217729;91.4090909090909
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;16705.0;9664596.0;6114030.0;420934.0;67344.0;184.0;26406.0;164.017;0.6326213739301674;25.198084405866506;6.250504870515562;90.78804347826087
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;52.0;41400.0;15600.0;2126.0;300.0;1.0;138.0;0.833333;0.37681159420289856;40.88461538461539;7.086666666666667;52.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;2376.0;0.0;1.0;0.0;1.2;;;;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;30.0;73254.0;12630.0;2751.0;421.0;1.0;174.0;1.06667;0.1724137931034483;91.7;6.534441805225653;30.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;9032.0;20184240.0;13465040.0;538562.0;127280.0;86.0;13638.0;195.033;0.6671066138730019;59.62821080602303;4.231316781898177;105.02325581395348
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBTC;UNA;BA;NORDESTE;BRASIL;DOMÉSTICA;NÃO REGULAR;155.0;212280.0;189100.0;6132.0;1220.0;1.0;174.0;2.03333;0.8908045977011494;39.561290322580646;5.026229508196721;155.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;4086.0;5552064.0;3089016.0;168171.0;33264.0;44.0;7344.0;60.3333;0.5563725490196079;41.15785609397944;5.055645743145743;92.86363636363636
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SDSC;SÃO CARLOS;SP;SUDESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;11501.0;1398.0;6.0;0.0;5.31667;;;8.226752503576538;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;3269.0;2817360.0;1372980.0;124146.0;18060.0;43.0;6708.0;46.0333;0.48732856290995824;37.97675130009177;6.874086378737542;76.02325581395348
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;34.0;73254.0;14314.0;2797.0;421.0;1.0;174.0;0.983333;0.19540229885057472;82.26470588235294;6.643705463182898;34.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSV;SALVADOR;BA;NORDESTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;4397.0;8094100.0;4770745.0;217794.0;41230.0;38.0;7460.0;72.3833;0.5894101876675604;49.53240846031385;5.2824157167111325;115.71052631578948
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSV;SALVADOR;BA;NORDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;6314.0;1452.0;1.0;0.0;2.21667;;;4.348484848484849;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSV;SALVADOR;BA;NORDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;10792.0;28800420.0;15669984.0;855984.0;145200.0;100.0;19835.0;235.233;0.5440887320393244;79.31653076352853;5.895206611570248;107.92
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSV;SALVADOR;BA;NORDESTE;BRASIL;SBIL;ILHÉUS;BA;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;0.0;31050.0;14850.0;2001.0;225.0;1.0;138.0;0.716667;0.4782608695652174;;8.893333333333333;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSV;SALVADOR;BA;NORDESTE;BRASIL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;3624.0;7263216.0;4435776.0;233620.0;52632.0;43.0;5934.0;88.0167;0.6107178968655207;64.46467991169978;4.43874449004408;84.27906976744185
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSV;SALVADOR;BA;NORDESTE;BRASIL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;6507.0;1480.0;1.0;0.0;2.51667;;;4.396621621621621;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBSV;SALVADOR;BA;NORDESTE;BRASIL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;10087.0;19518240.0;14928760.0;583127.0;122840.0;83.0;13188.0;197.817;0.7648619957537155;57.809755130365815;4.747044936502768;121.53012048192771
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBTC;UNA;BA;NORDESTE;BRASIL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;DOMÉSTICA;NÃO REGULAR;20.0;212280.0;24400.0;5957.0;1220.0;1.0;174.0;2.08333;0.11494252873563218;297.85;4.882786885245902;20.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBTE;TERESINA;PI;NORDESTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;2507.0;6966888.0;3407976.0;187322.0;41044.0;31.0;5262.0;65.6667;0.48916761687571264;74.71958516154767;4.563931390702661;80.87096774193549
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBTE;TERESINA;PI;NORDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;2452.0;8636160.0;4960800.0;228287.0;49920.0;24.0;4152.0;73.0333;0.5744219653179191;93.10236541598695;4.573056891025641;102.16666666666667
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;3619.0;3976896.0;1947022.0;144588.0;23672.0;44.0;7392.0;51.1;0.4895833333333333;39.952473058856036;6.1079756674552215;82.25
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;2484.0;4017180.0;2342412.0;123192.0;23575.0;25.0;4260.0;42.0833;0.5830985915492958;49.594202898550726;5.225535524920467;99.36
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;6422.0;7051800.0;4688060.0;254457.0;43800.0;60.0;9660.0;88.8;0.6648033126293996;39.622703207723454;5.809520547945206;107.03333333333333
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;3539.0;1965948.0;1482841.0;98542.0;14246.0;34.0;4692.0;34.9167;0.7542625745950554;27.844588866911558;6.917169731854556;104.08823529411765
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;4200.0;5420520.0;3175200.0;195115.0;32508.0;43.0;7170.0;64.4833;0.5857740585774058;46.45595238095238;6.002061031130799;97.67441860465117
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SCEL;SANTIAGO;;;CHILE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;INTERNACIONAL;REGULAR;101.0;577694.0;264014.0;20522.0;2614.0;1.0;221.0;3.91667;0.45701357466063347;203.1881188118812;7.850803366488141;101.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SDSC;SÃO CARLOS;SP;SUDESTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;6355.0;1336.0;2.0;0.0;2.53333;;;4.756736526946108;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SDSC;SÃO CARLOS;SP;SUDESTE;BRASIL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;2626.0;427.0;1.0;0.0;0.983333;;;6.149882903981265;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SDSC;SÃO CARLOS;SP;SUDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;15217.0;1589.0;7.0;0.0;6.03333;;;9.5764631843927;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SDSC;SÃO CARLOS;SP;SUDESTE;BRASIL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;13332.0;1631.0;7.0;0.0;5.8;;;8.174126302881668;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;3;SGAS;ASUNCIÓN;;;PARAGUAI;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;INTERNACIONAL;NÃO REGULAR;102.0;197838.0;115974.0;5472.0;1137.0;1.0;174.0;2.13333;0.5862068965517241;53.64705882352941;4.812664907651715;102.0
