EMPRESA_SIGLA;EMPRESA_NOME;EMPRESA_NACIONALIDADE;ANO;MES;AEROPORTO_DE_ORIGEM_SIGLA;AEROPORTO_DE_ORIGEM_NOME;AEROPORTO_DE_ORIGEM_UF;AEROPORTO_DE_ORIGEM_REGIAO;AEROPORTO_DE_ORIGEM_PAIS;AEROPORTO_DE_DESTINO_SIGLA;AEROPORTO_DE_DESTINO_NOME;AEROPORTO_DE_DESTINO_UF;AEROPORTO_DE_DESTINO_REGIAO;AEROPORTO_DE_DESTINO_PAIS;NATUREZA;GRUPO_DE_VOO;PASSAGEIROS_PAGOS;ASK;RPK;COMBUSTIVEL_LITROS;DISTANCIA_VOADA_KM;DECOLAGENS;ASSENTOS;HORAS_VOADAS;TAXA_OCUPACAO_RPK_ASK;COMBUSTIVEL_POR_PASSAGEIRO_L;COMBUSTIVEL_POR_KM_L_KM;PASSAGEIROS_POR_DECOLAGEM
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBE;BELÉM;PA;NORTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;8955.0;16951792.0;14435460.0;467760.0;90272.0;56.0;10516.0;146.55;0.851559528337771;52.234505862646564;5.181673165544133;159.91071428571428
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBE;BELÉM;PA;NORTE;BRASIL;SBEG;MANAUS;AM;NORTE;BRASIL;DOMÉSTICA;REGULAR;841.0;2101782.0;1092459.0;55327.0;11691.0;9.0;1618.0;18.95;0.5197775030902348;65.7871581450654;4.732443760157386;93.44444444444444
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBE;BELÉM;PA;NORTE;BRASIL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;7916.0;11332736.0;9247040.0;331525.0;70432.0;62.0;9976.0;115.383;0.8159582999198075;41.880368873168266;4.70702237619264;127.6774193548387
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBE;BELÉM;PA;NORTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;13773.0;40362861.0;33895353.0;1046533.0;209185.0;85.0;16401.0;308.233;0.8397658679348821;75.9843897480578;5.002906518153788;162.03529411764706
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBE;BELÉM;PA;NORTE;BRASIL;SBMQ;MACAPÁ;AP;NORTE;BRASIL;DOMÉSTICA;REGULAR;3035.0;1627234.0;1095570.0;74700.0;10199.0;31.0;4946.0;25.5833;0.6732713303679742;24.612850082372322;7.324247475242671;97.90322580645162
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBAR;ARACAJU;SE;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;4745.0;7392824.0;6130540.0;197751.0;41344.0;32.0;5722.0;66.5833;0.829255505068158;41.67565858798736;4.783064047987616;148.28125
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBBE;BELÉM;PA;NORTE;BRASIL;DOMÉSTICA;REGULAR;8153.0;14843296.0;13142636.0;396092.0;90272.0;56.0;9208.0;134.5;0.8854257167680278;48.58236232061818;4.387761432116271;145.58928571428572
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;4873.0;0.0;9.0;498.0;3.9;;;;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBBV;BOA VISTA;RR;NORTE;BRASIL;DOMÉSTICA;REGULAR;5483.0;18493680.0;13762330.0;492135.0;112950.0;45.0;7368.0;156.2;0.7441639522258415;89.7565201532008;4.357104913678619;121.84444444444445
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBCB;CABO FRIO;RJ;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;0.0;139300.0;103480.0;5954.0;995.0;1.0;140.0;2.25;0.7428571428571429;;5.983919597989949;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBCF;CONFINS;MG;SUDESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;18727.0;3546.0;6.0;0.0;7.3;;;5.281161872532431;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBCF;CONFINS;MG;SUDESTE;BRASIL;DOMÉSTICA;NÃO REGULAR;159.0;104016.0;93969.0;3142.0;591.0;1.0;176.0;1.2;0.9034090909090909;19.761006289308177;5.316412859560067;159.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBCF;CONFINS;MG;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;14548.0;10963050.0;8597868.0;333591.0;54372.0;92.0;18550.0;110.95;0.7842587601078167;22.930368435523782;6.135345398366806;158.1304347826087
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;6688.0;7447484.0;5865376.0;230076.0;42096.0;48.0;8492.0;78.6167;0.7875647668393783;34.401315789473685;5.465507411630559;139.33333333333334
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;DOMÉSTICA;REGULAR;11298.0;14215316.0;12224436.0;373261.0;67084.0;62.0;13138.0;116.983;0.8599482417415132;33.03779429987608;5.5640838351917;182.2258064516129
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;7111.0;9060960.0;6243458.0;268890.0;46534.0;53.0;10320.0;84.3;0.6890503875968992;37.81324708198566;5.778355610951133;134.16981132075472
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBEG;MANAUS;AM;NORTE;BRASIL;DOMÉSTICA;REGULAR;7532.0;21041404.0;14679868.0;513026.0;105246.0;54.0;10796.0;154.433;0.697665802148944;68.11285183218268;4.874541550272695;139.4814814814815
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBFI;FOZ DO IGUAÇU;PR;SUL;BRASIL;DOMÉSTICA;REGULAR;2951.0;4842294.0;3774329.0;124966.0;24301.0;19.0;3786.0;41.7667;0.7794506075013207;42.347001016604544;5.142422122546397;155.31578947368422
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;5632.0;1314.0;1.0;0.0;2.3;;;4.286149162861491;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;DOMÉSTICA;NÃO REGULAR;176.0;231264.0;231264.0;5632.0;1314.0;1.0;176.0;2.26667;1.0;32.0;4.286149162861491;176.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;DOMÉSTICA;REGULAR;10066.0;15153048.0;13226724.0;377251.0;69642.0;53.0;11532.0;118.567;0.8728754769337496;37.47774687065368;5.4170041067172106;189.9245283018868
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;13991.0;26980632.0;23672772.0;688963.0;150588.0;89.0;15946.0;222.383;0.8773987206823027;49.24329926381245;4.57515207055011;157.20224719101122
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;DOMÉSTICA;NÃO REGULAR;254.0;272372.0;232156.0;8511.0;1828.0;2.0;298.0;3.1;0.8523489932885906;33.50787401574803;4.655908096280087;127.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;5260.0;5794760.0;4807640.0;151773.0;27420.0;30.0;6340.0;49.6167;0.8296529968454258;28.854182509505705;5.535120350109409;175.33333333333334
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;1808.0;163.0;1.0;0.0;0.7;;;11.0920245398773;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;8341.0;1740188.0;1359583.0;94609.0;8802.0;54.0;10676.0;39.3833;0.7812851255151743;11.34264476681453;10.74857986821177;154.46296296296296
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;5435.0;855.0;1.0;0.0;1.75;;;6.356725146198831;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;31545.0;30874050.0;26855550.0;957712.0;164160.0;192.0;36110.0;324.917;0.8698421489891996;30.360183864320813;5.834015594541911;164.296875
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBIZ;IMPERATRIZ;MA;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;3654.0;5428116.0;4205754.0;148839.0;31077.0;27.0;4716.0;49.8667;0.7748091603053435;40.73316912972086;4.789361907520031;135.33333333333334
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBJP;SANTA RITA;PB;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;8743.0;17249910.0;14976759.0;413514.0;90789.0;53.0;10070.0;132.533;0.8682224428997021;47.29658012123985;4.554670720021148;164.96226415094338
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;0.0;140448.0;107730.0;5632.0;798.0;1.0;176.0;2.28333;0.7670454545454546;;7.057644110275689;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBMA;MARABÁ;PA;NORTE;BRASIL;DOMÉSTICA;REGULAR;5178.0;8915900.0;6084150.0;244858.0;51700.0;44.0;7588.0;85.55;0.6823932525039537;47.28814213982233;4.736131528046422;117.68181818181819
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;9695.0;17402408.0;14474635.0;435964.0;101524.0;68.0;11656.0;151.883;0.8317604667124228;44.967921609076846;4.294196446160514;142.5735294117647
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBMQ;MACAPÁ;AP;NORTE;BRASIL;DOMÉSTICA;REGULAR;4036.0;8965880.0;7280944.0;243767.0;55924.0;31.0;4970.0;80.9;0.8120724346076459;60.39816650148662;4.358897789857664;130.19354838709677
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBNF;NAVEGANTES;SC;SUL;BRASIL;DOMÉSTICA;REGULAR;4249.0;6017208.0;5209274.0;182439.0;36780.0;30.0;4908.0;64.1;0.8657294213528932;42.936926335608376;4.960277324632953;141.63333333333333
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;DOMÉSTICA;REGULAR;17643.0;30482160.0;28317015.0;779895.0;147660.0;92.0;18992.0;238.633;0.9289700926705982;44.20421696990308;5.281694433157253;191.77173913043478
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBPJ;PALMAS;TO;NORTE;BRASIL;DOMÉSTICA;REGULAR;2447.0;2617376.0;1522034.0;84675.0;15550.0;25.0;4208.0;31.5833;0.5815114068441065;34.60359624029424;5.445337620578778;97.88
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;4343.0;5416796.0;4108478.0;151829.0;30272.0;32.0;5726.0;52.6667;0.7584701362207474;34.95947501726917;5.015492864693446;135.71875
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBPV;PORTO VELHO;RO;NORTE;BRASIL;DOMÉSTICA;REGULAR;3451.0;9651904.0;6587959.0;261017.0;59179.0;31.0;5056.0;86.15;0.6825553797468354;75.63517820921471;4.41063552949526;111.3225806451613
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBRB;RIO BRANCO;AC;NORTE;BRASIL;DOMÉSTICA;REGULAR;4241.0;12289890.0;9605865.0;326734.0;70215.0;31.0;5426.0;100.417;0.781607077036491;77.04173543975477;4.653336181727551;136.80645161290323
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBRF;RECIFE;PE;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;13374.0;26149740.0;22120596.0;619836.0;129012.0;78.0;15810.0;192.167;0.8459203036053131;46.34634365186182;4.804483303878709;171.46153846153845
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;23437.0;23960960.0;21653024.0;835197.0;170752.0;184.0;25820.0;308.75;0.9036793183578621;35.6358322310876;4.891286778485757;127.375
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;10646.0;21319298.0;18854066.0;507558.0;113344.0;64.0;12038.0;164.1;0.8843661737830204;47.67593462333271;4.478031479390175;166.34375
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;10188.0;18093358.0;15597828.0;459217.0;94922.0;62.0;11818.0;141.017;0.8620748011507869;45.07430310168826;4.83783527527865;164.32258064516128
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBSN;SANTARÉM;PA;NORTE;BRASIL;DOMÉSTICA;REGULAR;5395.0;12635352.0;9031230.0;342389.0;75330.0;45.0;7548.0;112.467;0.7147588765235824;63.46413345690454;4.545187840169919;119.88888888888889
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;34572.0;35525280.0;30146784.0;1146386.0;214512.0;246.0;40740.0;411.333;0.84860088365243;33.159377530949904;5.3441579025882;140.53658536585365
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;3129.0;572.0;1.0;0.0;1.43333;;;5.47027972027972;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;11724.0;13992160.0;12720540.0;366003.0;67270.0;62.0;12896.0;112.967;0.9091191066997518;31.218270214943704;5.440805708339528;189.09677419354838
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBTE;TERESINA;PI;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;9315.0;13748416.0;12333060.0;382350.0;82088.0;62.0;10384.0;129.767;0.8970531587057011;41.04669887278583;4.657806256700127;150.24193548387098
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;DOMÉSTICA;NÃO REGULAR;199.0;110536.0;67063.0;4735.0;674.0;2.0;328.0;1.83333;0.6067073170731707;23.79396984924623;7.025222551928783;99.5
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;2289.0;1161976.0;771393.0;48300.0;6740.0;20.0;3448.0;19.1;0.6638631090487239;21.10091743119266;7.166172106824926;114.45
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;7781.0;8338006.0;7337483.0;254481.0;49979.0;53.0;8842.0;88.3;0.8800045238633794;32.70543631923917;5.091758538586206;146.81132075471697
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBV;BOA VISTA;RR;NORTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;7020.0;18493680.0;17620200.0;511389.0;112950.0;45.0;7368.0;161.983;0.9527687296416938;72.8474358974359;4.527569721115538;156.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBBV;BOA VISTA;RR;NORTE;BRASIL;SBEG;MANAUS;AM;NORTE;BRASIL;DOMÉSTICA;REGULAR;0.0;115808.0;111860.0;3479.0;658.0;1.0;176.0;1.26667;0.9659090909090909;;5.287234042553192;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBCB;CABO FRIO;RJ;SUDESTE;BRASIL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;0.0;15680.0;11648.0;1502.0;112.0;1.0;140.0;0.633333;0.7428571428571429;;13.410714285714286;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBCF;CONFINS;MG;SUDESTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;4070.0;591.0;1.0;0.0;1.15;;;6.88663282571912;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBCF;CONFINS;MG;SUDESTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;NÃO REGULAR;47.0;104016.0;27777.0;3129.0;591.0;1.0;176.0;1.13333;0.26704545454545453;66.57446808510639;5.2944162436548226;47.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBCF;CONFINS;MG;SUDESTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;12866.0;11205360.0;7810065.0;369908.0;55554.0;94.0;18960.0;120.7;0.696993670886076;28.75081610446137;6.658530438852288;136.87234042553192
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBCF;CONFINS;MG;SUDESTE;BRASIL;SBCF;CONFINS;MG;SUDESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;1068.0;0.0;3.0;0.0;0.9;;;;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBCF;CONFINS;MG;SUDESTE;BRASIL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;5746.0;12682708.0;11001218.0;289742.0;59456.0;32.0;6826.0;84.7;0.8674186932317609;50.424991298294465;4.873217168998924;179.5625
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBCF;CONFINS;MG;SUDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;23370.0;3968.0;8.0;0.0;9.15;;;5.889616935483871;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBCF;CONFINS;MG;SUDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;28351.0;17908080.0;13897920.0;651563.0;90272.0;182.0;36105.0;224.15;0.7760697964270876;22.98201121653557;7.217775168380007;155.77472527472528
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBCF;CONFINS;MG;SUDESTE;BRASIL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;0.0;195608.0;165169.0;9709.0;998.0;2.0;392.0;3.43333;0.8443877551020408;;9.728456913827655;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBCF;CONFINS;MG;SUDESTE;BRASIL;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;671.0;1018878.0;957517.0;25155.0;5708.0;4.0;714.0;8.5;0.9397759103641457;37.48882265275708;4.4069726699369305;167.75
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBCF;CONFINS;MG;SUDESTE;BRASIL;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;258.0;225720.0;161766.0;6407.0;1254.0;2.0;360.0;2.21667;0.7166666666666667;24.833333333333332;5.109250398724083;129.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBCF;CONFINS;MG;SUDESTE;BRASIL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;6963.0;3255000.0;2611125.0;164651.0;23250.0;62.0;8680.0;63.0333;0.8021889400921659;23.64656039063622;7.0817634408602155;112.30645161290323
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBCF;CONFINS;MG;SUDESTE;BRASIL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;376.0;792000.0;676800.0;14410.0;3600.0;2.0;440.0;5.05;0.8545454545454545;38.32446808510638;4.002777777777778;188.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBCF;CONFINS;MG;SUDESTE;BRASIL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;6133.0;1048.0;2.0;0.0;2.53333;;;5.852099236641221;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBCF;CONFINS;MG;SUDESTE;BRASIL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;26622.0;16856032.0;13949928.0;697286.0;104276.0;199.0;32168.0;250.4;0.8275926386471028;26.192096762076478;6.686927001419311;133.7788944723618
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;7619.0;7452746.0;6681863.0;219071.0;42096.0;48.0;8498.0;73.8167;0.8965638973876207;28.75324845780286;5.204081147852528;158.72916666666666
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;932.0;0.0;3.0;0.0;0.7;;;;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;14840.0;14949174.0;13459880.0;451370.0;84351.0;93.0;16482.0;152.05;0.9003761679407839;30.415768194070083;5.351092458892011;159.56989247311827
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;12;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;5718.0;5634954.0;5129046.0;177239.0;34983.0;39.0;6282.0;61.7;0.9102196752626552;30.9966771598461;5.066432267101163;146.6153846153846
